Date,SIBT,ALDT,AIBT,Flight In,A/C Type,Flight Out,SOBT,AOBT,ATOT,Original Bay,Original Gate,Final Bay,Bay History 1,Bay Reason 1,Gate History 1,Gate Reason 1,Bay History 2,Bay Reason 2,Gate History 2,Gate Reason 2,Bay History 3,Bay Reason 3,Gate History 3,Gate Reason 3,Bay History 4,Bay Reason 4,Gate History 4,Gate Reason 4,Bay History 5,Bay Reason 5,Gate History 5,Gate Reason 5
3/18/2026,16:35/18,,,AK 820,320,AK 821,17:05/18,,,11,81,14,37,Stand Occ,81,,14,Contact Avail,81,,,,,,,,,,,,,
3/18/2026,17:35/18,,,MH 790,738,MH 791,18:20/18,,,11,11I,8,8,Stand Occ,11I,,,,,,,,,,,,,,,,,
3/18/2026,18:10/18,,,WY 831,7M8,WY 832,19:20/18,,,16,15,15,15,Contact Avail,15,,,,,,,,,,,,,,,,,
3/18/2026,18:25/18,,,OD 542,7M8,OD 543,19:25/18,,,15,15,11,11,Stand Occ,15,,,,,,,,,,,,,,,,,
3/18/2026,18:40/18,,,QZ 246,320,QZ 247,19:30/18,,,11,11I,15,15,Stand Occ,11I,,,,,,,,,,,,,,,,,
3/18/2026,20:55/18,,,SL 764,739,SL 765,22:05/18,,,9,09I,8,8,Stand Occ,09I,,,,,,,,,,,,,,,,,
3/18/2026,21:05/18,,,6E 1081,32Q,6E 1082,22:05/18,,,10,10I,12,12,Stand Occ,10I,,,,,,,,,,,,,,,,,
3/18/2026,21:05/18,,,DD 534,738,DD 535,21:40/18,,,8,08D,9,9,Stand Occ,08D,,,,,,,,,,,,,,,,,
3/18/2026,21:35/18,,,OZ 747,333,OZ 748,22:55/18,,,12,12,11,11,Stand Occ,12,,,,,,,,,,,,,,,,,
3/18/2026,22:00/18,,,FM 857,7M8,FM 858,23:05/18,,,15,82I,32R,32R,Stand Occ,82I,,,,,,,,,,,,,,,,,
3/18/2026,22:10/18,,,HO 1369,320,HO 1370,23:25/18,,,34L,81I,32L,32L,Stand Occ,81I,Gate Congestion,,,,,,,,,,,,,,,,
3/18/2026,22:10/18,,,KE 677,333,KE 678,23:40/18,,,11,11I,12,12,Stand Occ,11I,,,,,,,,,,,,,,,,,
3/18/2026,23:25/18,,,FD 3168,320,FD 3036,06:30/19,,,8,84,2,2,Stand Occ,84,,,,,,,,,,,,,,,,,
3/19/2026,23:45/18,,,DD 536,73H,DD 539,06:45/19,,,9,09D,6,6,Stand Occ,09D,,,,,,,,,,,,,,,,,
3/19/2026,07:25/19,,,KC 163,32Q,KC 164,09:40/19,,,15,81i,39,39,Stand Occ,81I,,,,,,,,,,,,,,,,,
3/19/2026,07:40/19,,,AK 818,320,AK 819,08:15/19,,,16,82I,15,15,Contact Avail,82I,,,,,,,,,,,,,,,,,
3/19/2026,08:00/19,,,DD 520,738,DD 521,08:30/19,,,6,06D,4,4,Stand Occ,06D,,,,,,,,,,,,,,,,,
3/19/2026,08:05/19,,,AI 2378,32N,AI 2379,09:10/19,,,9,09I,15,11,Stand Occ,09I,,15,Stand Occ,09I,,,,,,,,,,,,,
3/19/2026,09:00/19,,,AY 151,359,AY 152,10:45/19,,,11,11I,9,9,Stand Occ,11I,,,,,,,,,,,,,,,,,
3/19/2026,09:30/19,,,KC 563,763,KC 5640,10:45/19,,,39,9,9,9,Contact Avail,9,Gate Congestion,,,,,,,,,,,,,,,,
3/19/2026,09:35/19,,,LO 6193,788,LO 6196,11:35/19,,,9,08i,8,11,Stand Occ,09I,,8,Stand Occ,08I,,,,,,,,,,,,,
3/19/2026,10:05/19,,,6E 1071,32Q,6E 1072,11:05/19,,,15,11i,11,8,,08I,,11,Stand Occ,11I,,,,,,,,,,,,,
3/19/2026,10:10/19,,,SQ 728,7M8,SQ 727,11:05/19,,,8,15,15,15,,15,,,,,,,,,,,,,,,,,
3/19/2026,10:15/19,,,UO 724,321,UO 725,11:00/19,,,35,83I,39,39,Stand Occ,83I,,,,,,,,,,,,,,,,,
3/19/2026,10:40/19,,,DV 5202,763,DV 5204,12:15/19,,,38,82I,37,37,Stand Occ,82I,,,,,,,,,,,,,,,,,
3/19/2026,10:50/19,,,AK 832,320,AK 833,11:30/19,,,16,81I,34R,34R,Stand Occ,81I,,,,,,,,,,,,,,,,,
3/19/2026,11:20/19,,,SL 768,738,SL 102,12:25/19,,,06I,83I,6,6,Contact Avail,83I,,,,,,,,,,,,,,,,,
3/19/2026,11:35/19,,,6E 1087,32N,6E 1088,12:35/19,,,37,81I,38,38,Stand Occ,81I,,,,,,,,,,,,,,,,,
3/19/2026,12:25/19,,,SU 276,77W,SU 277,14:35/19,,,9,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
3/19/2026,12:30/19,,,OD 540,7M8,OD 541,13:20/19,,,34R,84I,31,31,Stand Occ,84I,Gate Congestion,,,,,,,,,,,,,,,,
3/19/2026,12:35/19,,,SU 628,333,SU 629,14:05/19,,,12,09I,9,9,Stand Occ,09I,,,,,,,,,,,,,,,,,
3/19/2026,12:45/19,,,CA 413,320,CA 414,14:00/19,,,11,11I,15,15,Stand Occ,11I,,,,,,,,,,,,,,,,,
3/19/2026,13:00/19,,,AK 824,320,AK 825,13:35/19,,,15,15,11,11,Stand Occ,15,,,,,,,,,,,,,,,,,
3/19/2026,13:10/19,,,KC 603,32Q,KC 604,15:15/19,,,38,81I,38,,,81I,Gate Congestion,,,,,,,,,,,,,,,,
3/19/2026,13:15/19,,,9C 8521,320,9C 8522,14:15/19,,,35,81I,35,,,81I,Gate Congestion,,,,,,,,,,,,,,,,
3/19/2026,13:15/19,,,JQ 071,32Q,JQ 072,14:45/19,,,37,83I,37,,,83I,Gate Congestion,,,,,,,,,,,,,,,,
3/19/2026,13:50/19,,,FD 8165,320,FD 612,14:25/19,,,1,84I,2,2,Stand Occ,84I,,,,,,,,,,,,,,,,,
3/19/2026,14:05/19,,,SQ 732,7M8,SQ 731,14:55/19,,,15,08I,8,8,Stand Occ,08I,,,,,,,,,,,,,,,,,
3/19/2026,14:50/19,,,FD 3162,320,FD 3170,15:20/19,,,3,04D,4,4,Contact Avail,04D,,,,,,,,,,,,,,,,,
3/19/2026,15:00/19,,,FD 3025,320,FD 3026,15:30/19,,,8,06I,6,6,Stand Occ,06I,,,,,,,,,,,,,,,,,
3/19/2026,15:25/19,,,TG 211,320,TG 212,16:05/19,,,6,08I,8,8,Stand Occ,08I,,,,,,,,,,,,,,,,,
3/19/2026,15:35/19,,,QP 623,7M8,QP 624,17:05/19,,,16,09I,9,9,,09I,,,,,,,,,,,,,,,,,
3/19/2026,15:50/19,,,FD 4112,320,FD 4113,16:20/19,,,1,04D,4,4,Contact Avail,04D,,,,,,,,,,,,,,,,,
3/19/2026,15:50/19,,,TK 172,333,TK 173,22:25/19,,,31,81I,31>14 2030,10,Contact Avail,81I,,10 > 31 @ 1700,Others,81I,,31 > 14 @ 2030,Others,81I,,,,,,,,,
3/19/2026,16:20/19,,,SL 766,739,SL 767,16:55/19,,,8,04D,9,4,Stand Occ,08D,Gate Congestion,9,Stand Occ,04D,,,,,,,,,,,,,
3/19/2026,16:30/19,,,CA 821,333,CA 822,18:25/19,,,10,10I,12,12,Stand Occ,10I,,,,,,,,,,,,,,,,,
3/19/2026,16:40/19,,,FD 3017,32Q,FD 3018,17:25/19,,,4,08I,8,8,Stand Occ,04I,Gate Congestion,,,,,,,,,,,,,,,,
3/19/2026,17:40/19,,,3U 3931,321,3U 3932,18:50/19,,,12,12,10,10,Stand Occ,12,,,,,,,,,,,,,,,,,
3/19/2026,18:35/19,,,MU 5093,737,MU 5094,19:35/19,,,38,12,12,12,Contact Avail,12,,,,,,,,,,,,,,,,,
3/19/2026,18:35/19,,,AK 8567,32X,AK 8568,20:20/19,,,3,,2,2,Stand Occ,,,,,,,,,,,,,,,,,,
3/19/2026,19:15/19,,,PG 257,AT7,PG 258,19:55/19,,,2,83D,3,3,Stand Occ,83D,,,,,,,,,,,,,,,,,
3/19/2026,20:00/19,,,PG 403,AT7,PG 298,20:35/19,,,16,83D,2,2,Stand Occ,83D,,,,,,,,,,,,,,,,,
3/19/2026,20:10/19,,,FD 3027,320,FD 3028,20:45/19,,,4,04I,7,7,Stand Occ,04I,,,,,,,,,,,,,,,,,
3/19/2026,21:05/19,,,DD 532,738,DD 533,21:35/19,,,7,5,5,5,Stand Occ,5,,,,,,,,,,,,,,,,,
3/19/2026,21:20/19,,,FD 3031,32Q,FD 3032,21:55/19,,,5,7,7,7,,7,,,,,,,,,,,,,,,,,
3/19/2026,22:00/19,,,FM 857,7M8,FM 858,23:05/19,,,37,82I,35,35,Stand Occ,82I,,,,,,,,,,,,,,,,,
3/19/2026,22:45/19,,,FM 831,7M8,FM 832,00:05/20,,,40,10,10,10,Contact Avail,10,,,,,,,,,,,,,,,,,
3/20/2026,09:30/19,,,KC 563,763,KC 5640,10:45/19,,,39,9,9,9,Contact Avail,9,Gate Congestion,,,,,,,,,,,,,,,,
3/20/2026,19:45/19,,,QR 842,77W,QR 843,08:20/20,,,32,14,32>14 0600,32 > 14 @ 0600,Others,14,,,,,,,,,,,,,,,,,
3/20/2026,07:30/20,,,KC 593,32Q,KC 594,08:30/20,,,15,82I,39,39,Stand Occ,82I,Gate Congestion,,,,,,,,,,,,,,,,
3/20/2026,07:50/20,,,SQ 724,7M8,SQ 723,08:40/20,,,39,15,15,15,Contact Avail,15,,,,,,,,,,,,,,,,,
3/20/2026,08:00/20,,,DV 5205,763,DV 5203,11:15/20,,,38,82i,38,,,82I,Gate Congestion,,,,,,,,,,,,,,,,
3/20/2026,08:00/20,,,SU 278,77W,SU 279,11:10/20,,,14,14,11,11,Stand Occ,14,,,,,,,,,,,,,,,,,
3/20/2026,08:30/20,,,FD 3160,320,FD 3159,09:00/20,,,1,84D,5,5,,84D,,,,,,,,,,,,,,,,,
3/20/2026,08:45/20,,,FD 3034,32Q,FD 3035,09:20/20,,,5,05I,7,7,Stand Occ,05I,,,,,,,,,,,,,,,,,
3/20/2026,09:10/20,,,TG 201,320,TG 202,09:50/20,,,7,07I,6,6,Stand Occ,07I,,,,,,,,,,,,,,,,,
3/20/2026,09:15/20,,,SQ 726,7M8,SQ 725,10:05/20,,,35,82I,15,15,,82I,,,,,,,,,,,,,,,,,
3/20/2026,09:25/20,,,AF 156,77W,AF 157,11:55/20,,,11,11I,14,14,Stand Occ,11I,,,,,,,,,,,,,,,,,
3/20/2026,09:25/20,,,TG 203,320,TG 204,10:25/20,,,6,06I,7,7,Stand Occ,06I,,,,,,,,,,,,,,,,,
3/20/2026,09:30/20,,,KC 563,763,KC 564,10:45/20,,,15,84I,37,37,,84I,,,,,,,,,,,,,,,,,
3/20/2026,09:35/20,,,PG 271,320,PG 272,10:15/20,,,2,83I,5,5,Contact Avail,83I,,,,,,,,,,,,,,,,,
3/20/2026,09:50/20,,,MH 786,7M8,MH 787,10:30/20,,,37,83I,35,35,Stand Occ,83I,,,,,,,,,,,,,,,,,
3/20/2026,10:10/20,,,SQ 728,7M8,SQ 727,11:05/20,,,34R,82I,8,8,Contact Avail,82I,,,,,,,,,,,,,,,,,
3/20/2026,10:15/20,,,UO 724,321,UO 725,11:00/20,,,16,83I,15,15,Contact Avail,83I,,,,,,,,,,,,,,,,,
3/20/2026,10:25/20,,,N4 3481,333,N4 3470,12:25/20,,,33,10I,9,10,Contact Avail,10I,,9,Stand Occ,10I,,,,,,,,,,,,,
3/20/2026,10:50/20,,,AK 832,320,AK 833,11:30/20,,,35,83I,1,1,Stand Occ,83I,,,,,,,,,,,,,,,,,
3/20/2026,11:15/20,,,FD 3029,320,FD 3030,11:45/20,,,2,84I,3,1,Stand Occ,84I,,3,Stand Occ,84I,,,,,,,,,,,,,
3/20/2026,11:40/20,,,IX 938,7M8,IX 937,12:40/20,,,14,81i,16,16,Stand Occ,81I,,,,,,,,,,,,,,,,,
3/20/2026,11:50/20,,,VZ 304,321,VZ 305,12:30/20,,,1,84D,5,5,Contact Avail,84D,,,,,,,,,,,,,,,,,
3/20/2026,12:00/20,,,3Y 3308,73P,3Y 3307,13:15/20,,,16,,2,2,Stand Occ,,,,,,,,,,,,,,,,,,
3/20/2026,12:10/20,,,PG 259,AT7,PG 250,12:55/20,,,3,83D,1,1,Stand Occ,83D,,,,,,,,,,,,,,,,,
3/20/2026,12:30/20,,,6E 1077,32N,6E 1076,13:30/20,,,38,15,15,15,Contact Avail,15,,,,,,,,,,,,,,,,,
3/20/2026,12:30/20,,,OD 540,7M8,OD 541,13:20/20,,,37,81I,38,38,Stand Occ,81I,,,,,,,,,,,,,,,,,
3/20/2026,12:45/20,,,CA 413,32Q,CA 414,14:00/20,,,9,09I,10,10,Stand Occ,09I,,,,,,,,,,,,,,,,,
3/20/2026,13:00/20,,,AK 824,320,AK 825,13:35/20,,,15,83I,16,16,Stand Occ,83I,,,,,,,,,,,,,,,,,
3/20/2026,13:05/20,,,VZ 401,321,VZ 303,13:40/20,,,2,84D,3,3,Stand Occ,84D,,,,,,,,,,,,,,,,,
3/20/2026,13:15/20,,,9C 8521,320,9C 8522,14:15/20,,,10,83I,40,40,Stand Occ,83I,Gate Congestion,,,,,,,,,,,,,,,,
3/20/2026,13:45/20,,,FD 4110,320,FD 4111,14:20/20,,,5,05D,7,7,Stand Occ,05D,,,,,,,,,,,,,,,,,
3/20/2026,14:00/20,,,FD 8165,320,FD 4123,14:55/20,,,3,84D,2,2,Stand Occ,84D,,,,,,,,,,,,,,,,,
3/20/2026,14:15/20,,,FY 3600,738,FY 3601,15:15/20,,,40,81I,37,37,Stand Occ,81I,,,,,,,,,,,,,,,,,
3/20/2026,14:15/20,,,PG 273,320,PG 274,15:00/20,,,7,07D,6,6,Stand Occ,07D,,,,,,,,,,,,,,,,,
3/20/2026,14:40/20,,,PG 281,AT7,PG 282,15:10/20,,,2,83D,3,3,Stand Occ,83D,,,,,,,,,,,,,,,,,
3/20/2026,14:50/20,,,FD 3162,320,FD 3602,15:20/20,,,6,06D,5,5,Stand Occ,06D,,,,,,,,,,,,,,,,,
3/20/2026,15:10/20,,,AK 822,320,AK 823,15:40/20,,,9,09I,12,12,Stand Occ,09I,,,,,,,,,,,,,,,,,
3/20/2026,15:50/20,,,TK 172,333,TK 173,22:25/20,,,32,81I,09>32@1730,09 > 32 @ 1730,Others,81I,,,,,,,,,,,,,,,,,
3/20/2026,16:20/20,,,SL 766,7M9,SL 767,17:00/20,,,9,09D,4,4,Stand Occ,09D,,,,,,,,,,,,,,,,,
3/20/2026,17:10/20,,,SQ 736,7M8,SQ 735,18:00/20,,,10,10I,8,8,Stand Occ,10I,,,,,,,,,,,,,,,,,
3/20/2026,18:25/20,,,OD 542,7M8,OD 543,19:25/20,,,40,15,15,15,Contact Avail,15,,,,,,,,,,,,,,,,,
3/20/2026,19:20/20,,,TR 652,32Q,TR 653,20:20/20,,,14,81I,40,40,Stand Occ,81I,,,,,,,,,,,,,,,,,
3/20/2026,19:25/20,,,SQ 740,7M8,SQ 739,20:15/20,,,15,09I,9,9,Stand Occ,09I,,,,,,,,,,,,,,,,,
3/20/2026,19:30/20,,,AI 2376,32N,AI 2377,20:30/20,,,9,15,15,15,Stand Occ,15,Gate Congestion,,,,,,,,,,,,,,,,
3/20/2026,19:55/20,,,FD 4114,320,FD 4115,20:25/20,,,6,09D,9,9,Stand Occ,09D,,,,,,,,,,,,,,,,,
3/20/2026,20:10/20,,,FD 3027,320,FD 3028,20:45/20,,,16,07I,7,7,Contact Avail,07I,,,,,,,,,,,,,,,,,
3/20/2026,20:50/20,,,VZ 2304,7M8,VZ 2305,21:25/20,,,7,08D,8,8,Stand Occ,08D,,,,,,,,,,,,,,,,,
3/20/2026,21:20/20,,,CA 797,738,CA 798,22:35/20,,,14,12,12,12,Stand Occ,12,Gate Congestion,,,,,,,,,,,,,,,,
3/20/2026,21:20/20,,,FD 3031,32Q,FD 3032,21:55/20,,,1,84I,7,7,Contact Avail,84I,,,,,,,,,,,,,,,,,
3/20/2026,21:35/20,,,OZ 747,333,OZ 748,22:55/20,,,12,14,14,14,Stand Occ,14,,,,,,,,,,,,,,,,,
3/20/2026,21:40/20,,,9C 8757,320,9C 8758,22:45/20,,,39,14,14,14,Contact Avail,14,,,,,,,,,,,,,,,,,
3/20/2026,23:20/20,,,SL 770,738,SL 771,07:55/21,,,8,08D,4,4,Stand Occ,08D,,,,,,,,,,,,,,,,,
3/20/2026,23:25/20,,,FD 3168,320,FD 3036,06:30/21,,,40,84I,39,39,Stand Occ,84I,,,,,,,,,,,,,,,,,
3/20/2026,23:30/20,,,3U 3705,321,3U 3706,00:30/21,,,14,14,9,9,Stand Occ,14,,,,,,,,,,,,,,,,,
3/20/2026,23:45/20,,,DD 536,738,DD 539,06:45/21,,,4,04D,8,8,Stand Occ,04D,,,,,,,,,,,,,,,,,
3/21/2026,09:20/20,,,LY 089,789,LY 090,22:35/21,,,31,82I,31 > 10 @0030,31 > 11 @ 0030,Others,82I,,31 > 10 @ 0030,Others,82I,,,,,,,,,,,,,
3/21/2026,08:00/21,,,FD 197,320,FD 3038,08:55/21,,,1,84I,3,3,Stand Occ,84I,,,,,,,,,,,,,,,,,
3/21/2026,08:10/21,,,SL 750,7M9,SL 751,08:50/21,,,7,07D,5,5,Stand Occ,07D,,,,,,,,,,,,,,,,,
3/21/2026,08:25/21,,,VZ 314,321,VZ 315,08:55/21,,,5,05I,6,6,Stand Occ,05I,,,,,,,,,,,,,,,,,
3/21/2026,08:45/21,,,FD 3034,320,FD 3035,09:20/21,,,6,06I,7,7,Stand Occ,06I,,,,,,,,,,,,,,,,,
3/21/2026,09:50/21,,,MH 786,738,MH 787,10:30/21,,,11,9I,9,9,Stand Occ,9I,,,,,,,,,,,,,,,,,
3/21/2026,10:20/21,,,PG 407,AT7,PG 254,11:00/21,,,3,83D,2,2,Stand Occ,83D,,,,,,,,,,,,,,,,,
3/21/2026,10:50/21,,,AK 832,320,AK 833,11:30/21,,,9,14,14,14,Stand Occ,14,,,,,,,,,,,,,,,,,
3/21/2026,11:00/21,,,SU 638,77W,SU 637,13:10/21,,,11,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
3/21/2026,11:20/21,,,CX 787,32Q,CX 770,12:20/21,,,14,9,9,9,Stand Occ,9,,,,,,,,,,,,,,,,,
3/21/2026,11:40/21,,,SL 754,738,SL 755,12:15/21,,,1,5,5,5,Contact Avail,5,,,,,,,,,,,,,,,,,
3/21/2026,11:50/21,,,VZ 304,321,VZ 305,12:25/21,,,3,6,6,6,Contact Avail,6,,,,,,,,,,,,,,,,,
3/21/2026,12:25/21,,,SU 276,77W,SU 277,14:30/21,,,9,14,14,14,Stand Occ,14,,,,,,,,,,,,,,,,,
3/21/2026,12:30/21,,,6E 1077,32N,6E 1076,13:30/21,,,16,81I,40,40,Stand Occ,83I,,,,81I,Gate Congestion,,,,,,,,,,,,
3/21/2026,12:30/21,,,OD 540,7M8,OD 541,13:20/21,,,40,15,15,15,Contact Avail,15,,,,,,,,,,,,,,,,,
3/21/2026,13:00/21,,,AK 824,320,AK 825,13:35/21,,,12,11,11,11,Stand Occ,11,,,,,,,,,,,,,,,,,
3/21/2026,13:15/21,,,9C 8521,320,9C 8522,14:15/21,,,14,9,9,9,Stand Occ,9,,,,,,,,,,,,,,,,,
3/21/2026,14:05/21,,,SQ 732,7M8,SQ 731,14:55/21,,,11,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
3/21/2026,14:15/21,,,PG 273,320,PG 274,15:00/21,,,7,9,9,9,Stand Occ,9,,,,,,,,,,,,,,,,,
3/21/2026,14:45/21,,,DV 5238,752,DV 5236,16:15/21,,,10,11,11,11,Stand Occ,11,,,,,,,,,,,,,,,,,
3/21/2026,14:50/21,,,HX 741,320,HX 742,15:55/21,,,12,10,10,10,Stand Occ,10,,,,,,,,,,,,,,,,,
3/21/2026,15:00/21,,,FD 3025,320,FD 3026,15:30/21,,,5,7,7,7,Stand Occ,7,,,,,,,,,,,,,,,,,
3/21/2026,15:10/21,,,AK 822,320,AK 823,15:40/21,,,14,81,16,16,Stand Occ,81,,,,,,,,,,,,,,,,,
3/21/2026,15:35/21,,,QP 618,7M8,QP 619,16:45/21,,,15,14,14,14,Stand Occ,14,,,,,,,,,,,,,,,,,
3/21/2026,15:35/21,,,QP 623,7M8,QP 624,17:05/21,,,11,81,38,15,Stand Occ,15,,38,Stand Occ,81,,,,,,,,,,,,,
3/21/2026,15:50/21,,,FD 4112,320,FD 4113,16:20/21,,,7,84,16,16,Stand Occ,84,,,,,,,,,,,,,,,,,
3/21/2026,15:50/21,,,TK 172,333,TK 173,22:25/21,,,32,81I,32 > 11 @ 2030,10 > 32 @ 1715,Others,81I,,32 > 11 @ 2030,Others,81I,,,,,,,,,,,,,
3/21/2026,16:25/21,,,CZ 6063,320,CZ 6064,17:25/21,,,14,11,11,40,Stand Occ,82,,11,Contact Avail,11,,,,,,,,,,,,,
3/21/2026,16:45/21,,,AK 820,320,AK 821,17:20/21,,,10,14,14,14,Stand Occ,14,,,,,,,,,,,,,,,,,
3/21/2026,17:30/21,,,FD 3021,32Q,FD 3022,18:05/21,,,5,6,6,6,Stand Occ,6,,,,,,,,,,,,,,,,,
3/21/2026,17:40/21,,,DD 530,738,DD 531,18:20/21,,,6,4,4,4,Stand Occ,4,,,,,,,,,,,,,,,,,
3/21/2026,18:25/21,,,OD 542,7M8,OD 543,19:25/21,,,15,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
3/21/2026,18:30/21,,,AK 826,320,AK 827,19:10/21,,,40,84I,1,1,Stand Occ,84I,,,,,,,,,,,,,,,,,
3/21/2026,18:35/21,,,MU 5093,738,MU 5094,19:35/21,,,14,15,15,15,Stand Occ,15,,,,,,,,,,,,,,,,,
3/21/2026,18:50/21,,,EY 412,789,EY 413,21:00/21,,,12,14,14,14,Stand Occ,14,,,,,,,,,,,,,,,,,
3/21/2026,19:20/21,,,TR 652,32Q,TR 653,20:20/21,,,9,11,11,11,Stand Occ,11,,,,,,,,,,,,,,,,,
3/21/2026,19:30/21,,,AI 2376,32N,AI 2377,20:30/21,,,11,9,9,9,Stand Occ,9,,,,,,,,,,,,,,,,,
3/21/2026,20:05/21,,,JQ 027,788,JQ 028,21:45/21,,,14,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
3/21/2026,20:10/21,,,FD 3027,320,FD 3028,20:45/21,,,5,4,4,4,Stand Occ,4,,,,,,,,,,,,,,,,,
3/21/2026,20:10/21,,,VZ 2304,321,VZ 2305,20:40/21,,,4,7,7,7,Stand Occ,7,,,,,,,,,,,,,,,,,
3/21/2026,20:25/21,,,FD 4114,320,FD 4115,21:00/21,,,6,84,2,2,Stand Occ,84,,,,,,,,,,,,,,,,,
3/21/2026,21:05/21,,,6E 1081,32Q,6E 1082,22:05/21,,,11,15,15,15,Stand Occ,15,,,,,,,,,,,,,,,,,
3/21/2026,21:10/21,,,PG 279,319,PG 280,21:50/21,,,7,6,6,6,Stand Occ,6,,,,,,,,,,,,,,,,,
3/21/2026,21:20/21,,,CA 797,738,CA 798,22:35/21,,,15,15,14,14,Stand Occ,15,,,,,,,,,,,,,,,,,
3/21/2026,21:35/21,,,OZ 747,333,OZ 748,22:55/21,,,12,12,14,14,Stand Occ,12,,,,,,,,,,,,,,,,,
3/21/2026,22:00/21,,,FM 857,7M8,FM 858,23:05/21,,,38,84I,9,9,Contact Avail,84I,,,,,,,,,,,,,,,,,
3/21/2026,22:10/21,,,HO 1369,320,HO 1370,23:25/21,,,37,81I,15,15,Contact Avail,81I,,,,,,,,,,,,,,,,,
3/21/2026,22:10/21,,,KE 677,333,KE 678,23:40/21,,,14,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
3/21/2026,22:40/21,,,FD 3015,320,FD 3016,23:10/21,,,7,07I,8,8,Stand Occ,07I,,,,,,,,,,,,,,,,,
3/21/2026,02:30/22,,,C6 3527,32Q,C6 3528,04:00/22,,,11,11I,15,15,Stand Occ,11I,,,,,,,,,,,,,,,,,
3/22/2026,09:20/20,,,LY 089,789,LY 090,22:35/21,,,31,82I,31 > 10 @0030,31 > 11 @ 0030,Others,82I,,31 > 10 @ 0030,Others,82I,,,,,,,,,,,,,
3/22/2026,02:30/22,,,C6 3527,32Q,C6 3528,04:00/22,,,11,11I,15,15,Stand Occ,11I,,,,,,,,,,,,,,,,,
3/22/2026,23:45/21,,,3U 3929,321,3U 3930,08:35/22,,,39,81I,39,,,81I,Gate Congestion,,,,,,,,,,,,,,,,
3/22/2026,07:40/22,,,AK 818,320,AK 819,08:15/22,,,10,15,15,15,Stand Occ,15,,,,,,,,,,,,,,,,,
3/22/2026,07:40/22,,,WY 833,7M8,WY 834,08:40/22,,,15,81I,34R,34R,Stand Occ,81I,,,,,,,,,,,,,,,,,
3/22/2026,09:15/22,,,SQ 726,7M8,SQ 725,10:05/22,,,8,08I,12,12,,08I,,,,,,,,,,,,,,,,,
3/22/2026,09:50/22,,,MH 786,7M8,MH 787,10:30/22,,,40,81I,8,8,,81I,,,,,,,,,,,,,,,,,
3/22/2026,10:05/22,,,6E 1071,32Q,6E 1072,11:05/22,,,34R,82I,40,40,Stand Occ,82I,,,,,,,,,,,,,,,,,
3/22/2026,10:40/22,,,DV 5202,763,DV 5204,12:15/22,,,37,84I,39,39,,84I,,,,,,,,,,,,,,,,,
3/22/2026,11:00/22,,,PVT203,C28,PVT204,12:05/22,,,40,,34R,34R,Stand Occ,,,,,,,,,,,,,,,,,,
3/22/2026,11:35/22,,,6E 1087,32N,6E 1088,12:35/22,,,16,83I,37,37,,83I,,,,,,,,,,,,,,,,,
3/22/2026,12:30/22,,,6E 1077,32N,6E 1076,13:30/22,,,12,83I,40,16,Stand Occ,83I,,40,,83I,,,,,,,,,,,,,
3/22/2026,12:30/22,,,OD 540,7M8,OD 541,13:20/22,,,39,09I,9,9,,09I,,,,,,,,,,,,,,,,,
3/22/2026,12:50/22,,,CA 413,32Q,CA 414,14:00/22,,,34R,15,15,15,Contact Avail,15,,,,,,,,,,,,,,,,,
3/22/2026,12:50/22,,,FD 3091,32Q,FD 3092,13:20/22,,,2,07I,7,7,Contact Avail,07I,,,,,,,,,,,,,,,,,
3/22/2026,13:00/22,,,AK 824,320,AK 825,13:35/22,,,15,15,10,10,Stand Occ,15,,,,,,,,,,,,,,,,,
3/22/2026,13:10/22,,,VJ 809,321,VJ 808,14:10/22,,,16,82I,34R,34R,Stand Occ,82I,,,,,,,,,,,,,,,,,
3/22/2026,13:55/22,,,FY 3600,738,FY 3601,14:35/22,,,14,14,15,15,Stand Occ,,,,,,,,,,,,,,,,,,
3/22/2026,13:55/22,,,SU 576,77W,SU 577,16:00/22,,,10,10I,12,12,,10I,,,,,,,,,,,,,,,,,
3/22/2026,14:05/22,,,SQ 732,7M8,SQ 731,14:55/22,,,15,15,14,14,Stand Occ,15,,,,,,,,,,,,,,,,,
3/22/2026,14:50/22,,,HX 741,320,HX 742,15:55/22,,,9,09I,10,10,Stand Occ,,,,,,,,,,,,,,,,,,
3/22/2026,15:00/22,,,FD 3025,320,FD 3026,15:30/22,,,8,06I,6,6,Stand Occ,,,,,,,,,,,,,,,,,,
3/22/2026,15:10/22,,,AK 822,320,AK 823,15:40/22,,,14,14,9,9,,14,,,,,,,,,,,,,,,,,
3/22/2026,15:15/22,,,DD 530,738,DD 531,15:45/22,,,6,04D,4,4,Stand Occ,,,,,,,,,,,,,,,,,,
3/22/2026,17:10/22,,,SQ 736,7M8,SQ 735,18:00/22,,,8,12,12,37,Contact Avail,81I,,12,,12,,,,,,,,,,,,,
3/22/2026,17:30/22,,,FD 3021,32Q,FD 3022,18:05/22,,,6,06I,7,7,Stand Occ,06I,,,,,,,,,,,,,,,,,
